observation_id,metric_id,firm_network,entity_id,entity_name,entity_scope,jurisdiction,geography_original,geography_canonical,service_line_original,service_line_canonical,industry_original,industry_canonical,client_id,period_start,period_end,fiscal_year_label,calendar_year,as_of_date,value_original_text,value_numeric,value_low,value_high,unit_original,unit_canonical,scale_original,currency_original,value_in_original_currency,value_usd_nominal,value_usd_constant_price,fx_rate_used,fx_rate_type,inflation_index_used,observation_status,reported_calculated_proxy_or_estimate,definition_from_source,formula_or_transformation,numerator_observation_ids,denominator_observation_ids,sample_size,population_size,source_id,source_locator,source_excerpt,extraction_method,comparability_score,confidence_score,quality_flag,revision_flag,supersedes_observation_id,researcher_notes
obs_ey_revenue_region_fy15_americas,global_revenue_region,EY,ent_ey_global,EY global organization,global_network,Global,Americas,americas,,,,,,2014-07-01,2015-06-30,FY2015,2015,,"US$12,701 million",12701,,,US$ millions,USD_millions,millions,USD,12701,12701,,,,,reported,reported,Combined global member-firm revenue attributed to the geographic area named in the source.,,,,,,src_ey_fy15,FY15 financial information and headcount tables; basis note,"Americas | US$12,701m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_region_fy15_emeia,global_revenue_region,EY,ent_ey_global,EY global organization,global_network,Global,EMEIA,emeia,,,,,,2014-07-01,2015-06-30,FY2015,2015,,"US$11,815 million",11815,,,US$ millions,USD_millions,millions,USD,11815,11815,,,,,reported,reported,Combined global member-firm revenue attributed to the geographic area named in the source.,,,,,,src_ey_fy15,FY15 financial information and headcount tables; basis note,"EMEIA | US$11,815m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_region_fy15_asia_pacific,global_revenue_region,EY,ent_ey_global,EY global organization,global_network,Global,Asia-Pacific,asia_pacific,,,,,,2014-07-01,2015-06-30,FY2015,2015,,"US$3,127 million",3127,,,US$ millions,USD_millions,millions,USD,3127,3127,,,,,reported,reported,Combined global member-firm revenue attributed to the geographic area named in the source.,,,,,,src_ey_fy15,FY15 financial information and headcount tables; basis note,"Asia-Pacific | US$3,127m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_region_fy15_japan,global_revenue_region,EY,ent_ey_global,EY global organization,global_network,Global,Japan,japan,,,,,,2014-07-01,2015-06-30,FY2015,2015,,"US$1,012 million",1012,,,US$ millions,USD_millions,millions,USD,1012,1012,,,,,reported,reported,Combined global member-firm revenue attributed to the geographic area named in the source.,,,,,,src_ey_fy15,FY15 financial information and headcount tables; basis note,"Japan | US$1,012m",manual_web_or_pdf_transcription,5,5,verified_official,false,,Japan was a separately reported area through FY19; from FY20 it is included in Asia-Pacific.
obs_ey_revenue_region_fy16_americas,global_revenue_region,EY,ent_ey_global,EY global organization,global_network,Global,Americas,americas,,,,,,2015-07-01,2016-06-30,FY2016,2016,,"US$13,564 million",13564,,,US$ millions,USD_millions,millions,USD,13564,13564,,,,,reported,reported,Combined global member-firm revenue attributed to the geographic area named in the source.,,,,,,src_ey_fy16,EY FY16 global revenues and headcount tables; basis note,"Americas | US$13,564m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_region_fy16_emeia,global_revenue_region,EY,ent_ey_global,EY global organization,global_network,Global,EMEIA,emeia,,,,,,2015-07-01,2016-06-30,FY2016,2016,,"US$11,758 million",11758,,,US$ millions,USD_millions,millions,USD,11758,11758,,,,,reported,reported,Combined global member-firm revenue attributed to the geographic area named in the source.,,,,,,src_ey_fy16,EY FY16 global revenues and headcount tables; basis note,"EMEIA | US$11,758m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_region_fy16_asia_pacific,global_revenue_region,EY,ent_ey_global,EY global organization,global_network,Global,Asia-Pacific,asia_pacific,,,,,,2015-07-01,2016-06-30,FY2016,2016,,"US$3,239 million",3239,,,US$ millions,USD_millions,millions,USD,3239,3239,,,,,reported,reported,Combined global member-firm revenue attributed to the geographic area named in the source.,,,,,,src_ey_fy16,EY FY16 global revenues and headcount tables; basis note,"Asia-Pacific | US$3,239m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_region_fy16_japan,global_revenue_region,EY,ent_ey_global,EY global organization,global_network,Global,Japan,japan,,,,,,2015-07-01,2016-06-30,FY2016,2016,,"US$1,065 million",1065,,,US$ millions,USD_millions,millions,USD,1065,1065,,,,,reported,reported,Combined global member-firm revenue attributed to the geographic area named in the source.,,,,,,src_ey_fy16,EY FY16 global revenues and headcount tables; basis note,"Japan | US$1,065m",manual_web_or_pdf_transcription,5,5,verified_official,false,,Japan was a separately reported area through FY19; from FY20 it is included in Asia-Pacific.
obs_ey_revenue_region_fy17_americas,global_revenue_region,EY,ent_ey_global,EY global organization,global_network,Global,Americas,americas,,,,,,2016-07-01,2017-06-30,FY2017,2017,,"US$14,506 million",14506,,,US$ millions,USD_millions,millions,USD,14506,14506,,,,,reported,reported,Combined global member-firm revenue attributed to the geographic area named in the source.,,,,,,src_ey_fy17,"EY revenues by service line, geographic area and headcount tables; basis note","Americas | US$14,506m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_region_fy17_emeia,global_revenue_region,EY,ent_ey_global,EY global organization,global_network,Global,EMEIA,emeia,,,,,,2016-07-01,2017-06-30,FY2017,2017,,"US$12,175 million",12175,,,US$ millions,USD_millions,millions,USD,12175,12175,,,,,reported,reported,Combined global member-firm revenue attributed to the geographic area named in the source.,,,,,,src_ey_fy17,"EY revenues by service line, geographic area and headcount tables; basis note","EMEIA | US$12,175m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_region_fy17_asia_pacific,global_revenue_region,EY,ent_ey_global,EY global organization,global_network,Global,Asia-Pacific,asia_pacific,,,,,,2016-07-01,2017-06-30,FY2017,2017,,"US$3,617 million",3617,,,US$ millions,USD_millions,millions,USD,3617,3617,,,,,reported,reported,Combined global member-firm revenue attributed to the geographic area named in the source.,,,,,,src_ey_fy17,"EY revenues by service line, geographic area and headcount tables; basis note","Asia-Pacific | US$3,617m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_region_fy17_japan,global_revenue_region,EY,ent_ey_global,EY global organization,global_network,Global,Japan,japan,,,,,,2016-07-01,2017-06-30,FY2017,2017,,"US$1,106 million",1106,,,US$ millions,USD_millions,millions,USD,1106,1106,,,,,reported,reported,Combined global member-firm revenue attributed to the geographic area named in the source.,,,,,,src_ey_fy17,"EY revenues by service line, geographic area and headcount tables; basis note","Japan | US$1,106m",manual_web_or_pdf_transcription,5,5,verified_official,false,,Japan was a separately reported area through FY19; from FY20 it is included in Asia-Pacific.
obs_ey_revenue_region_fy18_americas,global_revenue_region,EY,ent_ey_global,EY global organization,global_network,Global,Americas,americas,,,,,,2017-07-01,2018-06-30,FY2018,2018,,"US$15,606 million",15606,,,US$ millions,USD_millions,millions,USD,15606,15606,,,,,reported,reported,Combined global member-firm revenue attributed to the geographic area named in the source.,,,,,,src_ey_fy18,"EY revenues by service line, geographic area and headcount tables; basis note","Americas | US$15,606m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_region_fy18_emeia,global_revenue_region,EY,ent_ey_global,EY global organization,global_network,Global,EMEIA,emeia,,,,,,2017-07-01,2018-06-30,FY2018,2018,,"US$13,914 million",13914,,,US$ millions,USD_millions,millions,USD,13914,13914,,,,,reported,reported,Combined global member-firm revenue attributed to the geographic area named in the source.,,,,,,src_ey_fy18,"EY revenues by service line, geographic area and headcount tables; basis note","EMEIA | US$13,914m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_region_fy18_asia_pacific,global_revenue_region,EY,ent_ey_global,EY global organization,global_network,Global,Asia-Pacific,asia_pacific,,,,,,2017-07-01,2018-06-30,FY2018,2018,,"US$4,119 million",4119,,,US$ millions,USD_millions,millions,USD,4119,4119,,,,,reported,reported,Combined global member-firm revenue attributed to the geographic area named in the source.,,,,,,src_ey_fy18,"EY revenues by service line, geographic area and headcount tables; basis note","Asia-Pacific | US$4,119m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_region_fy18_japan,global_revenue_region,EY,ent_ey_global,EY global organization,global_network,Global,Japan,japan,,,,,,2017-07-01,2018-06-30,FY2018,2018,,"US$1,133 million",1133,,,US$ millions,USD_millions,millions,USD,1133,1133,,,,,reported,reported,Combined global member-firm revenue attributed to the geographic area named in the source.,,,,,,src_ey_fy18,"EY revenues by service line, geographic area and headcount tables; basis note","Japan | US$1,133m",manual_web_or_pdf_transcription,5,5,verified_official,false,,Japan was a separately reported area through FY19; from FY20 it is included in Asia-Pacific.
obs_ey_revenue_region_fy19_americas,global_revenue_region,EY,ent_ey_global,EY global organization,global_network,Global,Americas,americas,,,,,,2018-07-01,2019-06-30,FY2019,2019,,"US$16,748 million",16748,,,US$ millions,USD_millions,millions,USD,16748,16748,,,,,reported,reported,Combined global member-firm revenue attributed to the geographic area named in the source.,,,,,,src_ey_fy19,"EY revenues by service line, geographic area and headcount tables; basis note","Americas | US$16,748m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_region_fy19_emeia,global_revenue_region,EY,ent_ey_global,EY global organization,global_network,Global,EMEIA,emeia,,,,,,2018-07-01,2019-06-30,FY2019,2019,,"US$14,149 million",14149,,,US$ millions,USD_millions,millions,USD,14149,14149,,,,,reported,reported,Combined global member-firm revenue attributed to the geographic area named in the source.,,,,,,src_ey_fy19,"EY revenues by service line, geographic area and headcount tables; basis note","EMEIA | US$14,149m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_region_fy19_asia_pacific,global_revenue_region,EY,ent_ey_global,EY global organization,global_network,Global,Asia-Pacific,asia_pacific,,,,,,2018-07-01,2019-06-30,FY2019,2019,,"US$4,290 million",4290,,,US$ millions,USD_millions,millions,USD,4290,4290,,,,,reported,reported,Combined global member-firm revenue attributed to the geographic area named in the source.,,,,,,src_ey_fy19,"EY revenues by service line, geographic area and headcount tables; basis note","Asia-Pacific | US$4,290m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_region_fy19_japan,global_revenue_region,EY,ent_ey_global,EY global organization,global_network,Global,Japan,japan,,,,,,2018-07-01,2019-06-30,FY2019,2019,,"US$1,207 million",1207,,,US$ millions,USD_millions,millions,USD,1207,1207,,,,,reported,reported,Combined global member-firm revenue attributed to the geographic area named in the source.,,,,,,src_ey_fy19,"EY revenues by service line, geographic area and headcount tables; basis note","Japan | US$1,207m",manual_web_or_pdf_transcription,5,5,verified_official,false,,Japan was a separately reported area through FY19; from FY20 it is included in Asia-Pacific.
obs_ey_revenue_region_fy20_americas,global_revenue_region,EY,ent_ey_global,EY global organization,global_network,Global,Americas,americas,,,,,,2019-07-01,2020-06-30,FY2020,2020,,"US$17,187 million",17187,,,US$ millions,USD_millions,millions,USD,17187,17187,,,,,reported,reported,Combined global member-firm revenue attributed to the geographic area named in the source.,,,,,,src_ey_fy20,EY FY20 June YTD Global revenues and headcount tables; Basis of presentation,"Americas | US$17,187m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_region_fy20_emeia,global_revenue_region,EY,ent_ey_global,EY global organization,global_network,Global,EMEIA,emeia,,,,,,2019-07-01,2020-06-30,FY2020,2020,,"US$14,210 million",14210,,,US$ millions,USD_millions,millions,USD,14210,14210,,,,,reported,reported,Combined global member-firm revenue attributed to the geographic area named in the source.,,,,,,src_ey_fy20,EY FY20 June YTD Global revenues and headcount tables; Basis of presentation,"EMEIA | US$14,210m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_region_fy20_asia_pacific,global_revenue_region,EY,ent_ey_global,EY global organization,global_network,Global,Asia-Pacific,asia_pacific,,,,,,2019-07-01,2020-06-30,FY2020,2020,,"US$5,837 million",5837,,,US$ millions,USD_millions,millions,USD,5837,5837,,,,,reported,reported,Combined global member-firm revenue attributed to the geographic area named in the source.,,,,,,src_ey_fy20,EY FY20 June YTD Global revenues and headcount tables; Basis of presentation,"Asia-Pacific | US$5,837m",manual_web_or_pdf_transcription,5,5,verified_official,false,,FY20 Asia-Pacific includes Japan following the area structure change effective 1 July 2019.
obs_ey_revenue_region_fy21_americas,global_revenue_region,EY,ent_ey_global,EY global organization,global_network,Global,Americas,americas,,,,,,2020-07-01,2021-06-30,FY2021,2021,,"US$17,662 million",17662,,,US$ millions,USD_millions,millions,USD,17662,17662,,,,,reported,reported,Combined global member-firm revenue attributed to the geographic area named in the source.,,,,,,src_ey_fy21,EY FY21 June YTD Global revenues and headcount tables; Basis of presentation,"Americas | US$17,662m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_region_fy21_emeia,global_revenue_region,EY,ent_ey_global,EY global organization,global_network,Global,EMEIA,emeia,,,,,,2020-07-01,2021-06-30,FY2021,2021,,"US$15,655 million",15655,,,US$ millions,USD_millions,millions,USD,15655,15655,,,,,reported,reported,Combined global member-firm revenue attributed to the geographic area named in the source.,,,,,,src_ey_fy21,EY FY21 June YTD Global revenues and headcount tables; Basis of presentation,"EMEIA | US$15,655m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_region_fy21_asia_pacific,global_revenue_region,EY,ent_ey_global,EY global organization,global_network,Global,Asia-Pacific,asia_pacific,,,,,,2020-07-01,2021-06-30,FY2021,2021,,"US$6,642 million",6642,,,US$ millions,USD_millions,millions,USD,6642,6642,,,,,reported,reported,Combined global member-firm revenue attributed to the geographic area named in the source.,,,,,,src_ey_fy21,EY FY21 June YTD Global revenues and headcount tables; Basis of presentation,"Asia-Pacific | US$6,642m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_region_fy22_americas,global_revenue_region,EY,ent_ey_global,EY global organization,global_network,Global,Americas,americas,,,,,,2021-07-01,2022-06-30,FY2022,2022,,"US$21,071 million",21071,,,US$ millions,USD_millions,millions,USD,21071,21071,,,,,reported,reported,Combined global member-firm revenue attributed to the geographic area named in the source.,,,,,,src_ey_fy22,EY FY22 June YTD Global revenues and headcount tables; Basis of presentation,"Americas | US$21,071m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_region_fy22_emeia_original,global_revenue_region,EY,ent_ey_global,EY global organization,global_network,Global,EMEIA,emeia,,,,,,2021-07-01,2022-06-30,FY2022,2022,,"US$17,091 million",17091,,,US$ millions,USD_millions,millions,USD,17091,17091,,,,,reported,reported,Combined global member-firm revenue attributed to the geographic area named in the source.,,,,,,src_ey_fy22,EY FY22 June YTD Global revenues and headcount tables; Basis of presentation,"EMEIA | US$17,091m",manual_web_or_pdf_transcription,5,5,verified_official,false,,Original FY22 EMEIA perimeter; superseded by the FY23 comparator.
obs_ey_revenue_region_fy22_asia_pacific,global_revenue_region,EY,ent_ey_global,EY global organization,global_network,Global,Asia-Pacific,asia_pacific,,,,,,2021-07-01,2022-06-30,FY2022,2022,,"US$7,258 million",7258,,,US$ millions,USD_millions,millions,USD,7258,7258,,,,,reported,reported,Combined global member-firm revenue attributed to the geographic area named in the source.,,,,,,src_ey_fy22,EY FY22 June YTD Global revenues and headcount tables; Basis of presentation,"Asia-Pacific | US$7,258m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_region_fy23_americas,global_revenue_region,EY,ent_ey_global,EY global organization,global_network,Global,Americas,americas,,,,,,2022-07-01,2023-06-30,FY2023,2023,,"US$23,621 million",23621,,,US$ millions,USD_millions,millions,USD,23621,23621,,,,,reported,reported,Combined global member-firm revenue attributed to the geographic area named in the source.,,,,,,src_ey_fy23,EY FY23 June YTD Global revenues and headcount tables; Basis of presentation,"Americas | US$23,621m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_region_fy23_emeia,global_revenue_region,EY,ent_ey_global,EY global organization,global_network,Global,EMEIA,emeia,,,,,,2022-07-01,2023-06-30,FY2023,2023,,"US$18,261 million",18261,,,US$ millions,USD_millions,millions,USD,18261,18261,,,,,reported,reported,Combined global member-firm revenue attributed to the geographic area named in the source.,,,,,,src_ey_fy23,EY FY23 June YTD Global revenues and headcount tables; Basis of presentation,"EMEIA | US$18,261m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_region_fy23_asia_pacific,global_revenue_region,EY,ent_ey_global,EY global organization,global_network,Global,Asia-Pacific,asia_pacific,,,,,,2022-07-01,2023-06-30,FY2023,2023,,"US$7,472 million",7472,,,US$ millions,USD_millions,millions,USD,7472,7472,,,,,reported,reported,Combined global member-firm revenue attributed to the geographic area named in the source.,,,,,,src_ey_fy23,EY FY23 June YTD Global revenues and headcount tables; Basis of presentation,"Asia-Pacific | US$7,472m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_region_fy24_americas,global_revenue_region,EY,ent_ey_global,EY global organization,global_network,Global,Americas,americas,,,,,,2023-07-01,2024-06-30,FY2024,2024,,"US$24,146 million",24146,,,US$ millions,USD_millions,millions,USD,24146,24146,,,,,reported,reported,Combined global member-firm revenue attributed to the geographic area named in the source.,,,,,,src_ey_fy24,EY FY24 June YTD Global revenues and headcount tables; Basis of presentation,"Americas | US$24,146m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_region_fy24_emeia,global_revenue_region,EY,ent_ey_global,EY global organization,global_network,Global,EMEIA,emeia,,,,,,2023-07-01,2024-06-30,FY2024,2024,,"US$19,860 million",19860,,,US$ millions,USD_millions,millions,USD,19860,19860,,,,,reported,reported,Combined global member-firm revenue attributed to the geographic area named in the source.,,,,,,src_ey_fy24,EY FY24 June YTD Global revenues and headcount tables; Basis of presentation,"EMEIA | US$19,860m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_region_fy24_asia_pacific,global_revenue_region,EY,ent_ey_global,EY global organization,global_network,Global,Asia-Pacific,asia_pacific,,,,,,2023-07-01,2024-06-30,FY2024,2024,,"US$7,215 million",7215,,,US$ millions,USD_millions,millions,USD,7215,7215,,,,,reported,reported,Combined global member-firm revenue attributed to the geographic area named in the source.,,,,,,src_ey_fy24,EY FY24 June YTD Global revenues and headcount tables; Basis of presentation,"Asia-Pacific | US$7,215m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_region_fy25_americas,global_revenue_region,EY,ent_ey_global,EY global organization,global_network,Global,Americas,americas,,,,,,2024-07-01,2025-06-30,FY2025,2025,,"US$24,741 million",24741,,,US$ millions,USD_millions,millions,USD,24741,24741,,,,,reported,reported,Combined global member-firm revenue attributed to the geographic area named in the source.,,,,,,src_ey_fy25,EY FY25 June YTD Global revenues and headcount tables; Basis of presentation,"Americas | US$24,741m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_region_fy25_emeia,global_revenue_region,EY,ent_ey_global,EY global organization,global_network,Global,EMEIA,emeia,,,,,,2024-07-01,2025-06-30,FY2025,2025,,"US$21,110 million",21110,,,US$ millions,USD_millions,millions,USD,21110,21110,,,,,reported,reported,Combined global member-firm revenue attributed to the geographic area named in the source.,,,,,,src_ey_fy25,EY FY25 June YTD Global revenues and headcount tables; Basis of presentation,"EMEIA | US$21,110m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_region_fy25_asia_pacific,global_revenue_region,EY,ent_ey_global,EY global organization,global_network,Global,Asia-Pacific,asia_pacific,,,,,,2024-07-01,2025-06-30,FY2025,2025,,"US$7,368 million",7368,,,US$ millions,USD_millions,millions,USD,7368,7368,,,,,reported,reported,Combined global member-firm revenue attributed to the geographic area named in the source.,,,,,,src_ey_fy25,EY FY25 June YTD Global revenues and headcount tables; Basis of presentation,"Asia-Pacific | US$7,368m",manual_web_or_pdf_transcription,5,5,verified_official,false,,
obs_ey_revenue_region_fy22_emeia_restated_fy23,global_revenue_region,EY,ent_ey_global,EY global organization,global_network,Global,EMEIA,emeia,,,,,,2021-07-01,2022-06-30,FY2022,2022,,"US$16,836 million",16836,,,US$ millions,USD_millions,millions,USD,16836,16836,,,,,reported,reported,FY22 EMEIA comparator restated to exclude units no longer part of EY operations in FY23.,,,,,,src_ey_fy23,EY FY23 June YTD Global revenues and headcount tables; Basis of presentation,"FY22 restated EMEIA | US$16,836m",manual_web_or_pdf_transcription,5,5,verified_official,true,obs_ey_revenue_region_fy22_emeia_original,US$255m below the originally reported FY22 EMEIA amount; use for like-for-like comparison with FY23.
obs_ey_country_territory_count_fy25,global_country_territory_count,EY,ent_ey_global,EY global organization,global_network,Global,,,,,,,,,,,,2025-10-15,more than 150 countries and territories,150,151,,countries and territories,countries_and_territories,ones,,,,,,,,reported,reported,Geographic reach expressed by EY as a combined count of countries and territories.,,,,,,src_ey_fy25,About EY note,services in more than 150 countries and territories,manual_web_or_pdf_transcription,3,5,verified_official,false,,Lower-bound disclosure. value_numeric preserves the printed threshold; value_low encodes the strict minimum of 151. Do not interpret as separate country or territory counts.
obs_ey_member_firms_affiliates_count_2026,global_member_firms_and_affiliates_count,EY,ent_ey_global,EY global organization,global_network,Global,,,,,,,,,,,,2026-06-08,525 serially numbered member firms and affiliates,525,,,member firms and affiliates,entities,ones,,,,,,,,calculated,calculated,Entities included in EY’s official ICAEW member firms and affiliates list as of 8 June 2026.,Counted consecutive serial-numbered rows in the official PDF; final serial number is 525.,,,,,src_ey_member_affiliates_2026,"PDF pp.1-18, Sl.no column; final row 525",Sl.no 525 | Zimbabwe | Ernst & Young (Zimbabwe),manual_pdf_table_count,3,5,verified_official,false,,Includes affiliates as well as member firms. It must not be used as a member-firm-only count.
